event_date	event_type	name	isin	rating	coupon_pct	price_pct	price_source	current_face	nkd_rub	dirty_rub	days_to_event	simple_yield_pct	effective_xirr_pct	moex_yield_pct	maturity	put_date	put_price_pct	amortization_count	estimated_coupon_count	call_dates_ignored	unknown_offer_dates_ignored	num_trades	value_today
2027-03-29	MATURITY	ГПБ (АО) БО 004Р-04	RU000A107VZ2	NR	0.01	98.98	OFFER	1000.0	0.05	989.85	193	1.9583	1.9674	1.93	2027-03-29			1	0	[]	[]	0	0
2027-03-30	PUT	ПАО ЛК Европлан БО-03	RU000A100W60	AA	19.5	112.0	OFFER	1000.0	93.49	1213.49	194	-2.9505	-3.1807	-2.74	2029-09-20	2027-03-30	100.0	0	0	[]	[]	99	586275
2027-03-30	MATURITY	СберИОС 001Р-783R 1Г ТАТНДИС	RU000A10EFK8	NR	0.01	108.99	OFFER	1000.0	0	1089.9	194	-15.5018	-14.937	0.0	2027-03-30			1	0	[]	[]	8	98768
2027-03-31	PUT	АФК Система БО 001P-10	RU000A1008J4	A+	16.0	99.24	OFFER	1000.0	76.27	1068.67	195	15.9195	17.8632	18.31	2029-03-23	2027-03-31	100.0	0	0	[]	[]	67	413387
2027-03-31	PUT	ГПБ (АО) БО 003Р-01Р	RU000A106YH6	AA+	12.0	98.53	OFFER	1000.0	57.21	1042.51	195	13.9131	15.2438	15.53	2033-09-27	2027-03-31	100.0	0	0	[]	[]	14	1075061
2027-03-31	MATURITY	ГПБ (АО) БО 004Р-17	RU000A10AZ78	NR	0.01	95.21	OFFER	1000.0	0.05	952.15	195	9.4263	9.6328	9.63	2027-03-31			1	0	[]	[]	0	0
2027-03-31	MATURITY	Сбер CIB-СО-528	RU000A0NR5U0	NR	0.01	92.65	PREV/LAST FALLBACK	1000.0	0.25	926.75	195	14.8552	15.3674	0.0	2027-03-31			1	0	[]	[]	0	0
2027-04-01	MATURITY	Эталон-Финанс 002Р-03	RU000A10BAP4	BBB+	25.5	101.97	OFFER	1000.0	9.78	1029.48	196	21.2078	23.8447	23.92	2027-04-01			1	0	[]	[]	568	12464790
2027-04-02	PUT	Почта России (АО) БО-001P-07	RU000A1008Y3	AA	18.5	101.2	OFFER	1000.0	86.16	1098.16	197	14.5671	16.4069	16.83	2029-03-27	2027-04-02	100.0	0	0	[]	[]	46	2117505
2027-04-03	MATURITY	Интерлизинг 001Р-08	RU000A108AL4	A	15.75	100.16	OFFER	395.0	2.05	397.682	198	8.417	16.2938	16.33	2027-04-03			7	0	[]	[]	91	179613
2027-04-03	MATURITY	МСБ-Лизинг 003P-03	RU000A108AJ8	BB+	18.0	99.82	OFFER	233.41	1.38	234.3699	198	10.1073	20.2931	20.29	2027-04-03			7	0	[]	[]	17	14193
2027-04-07	MATURITY	РЖД ОАО БО 001Р-15R	RU000A1009L8	NR	8.8	101.19	OFFER	1000.0	17.12	1029.02	202	6.462	6.7514	11.98	2027-04-07			1	0	[]	[]	0	0
2027-04-07	PUT	Фордевинд 05	RU000A108AK6	BB+	22.0	101.88	OFFER	1000.0	7.23	1026.03	202	17.7042	19.5438	20.1	2027-09-30	2027-04-07	100.0	0	0	[]	[]	51	436262
2027-04-08	MATURITY	Новые технологии 001Р-05	RU000A10BFK4	A-	23.25	103.89	OFFER	1000.0	4.46	1043.36	203	15.5804	17.1045	17.23	2027-04-08			1	0	[]	[]	53	625306
2027-04-08	MATURITY	Полипласт АО П02-БО-04	RU000A10BFJ6	A	25.5	104.83	OFFER	1000.0	4.89	1053.19	203	15.9677	17.638	17.92	2027-04-08			1	0	[]	[]	273	4980934
2027-04-09	MATURITY	ООО АСВ БО-02-001P	RU000A1089L0	BB+	20.0	99.7	OFFER	520.0	19.66	538.1	204	11.8871	22.6013	22.98	2027-04-09			3	0	[]	[]	28	330507
2027-04-11	MATURITY	МВ ФИНАНС 001Р-06	RU000A10BFP3	BBB-	26.0	103.13	OFFER	1000.0	2.85	1034.15	206	19.7787	22.0432	22.04	2027-04-11			1	0	[]	[]	385	6045325
2027-04-11	MATURITY	СИНАРА-Капитал БО-01	RU000A1085A1	NR	15.2	99.75	OFFER	1000.0	1.67	999.17	206	15.6513	16.8351	16.84	2027-04-11			1	0	[]	[]	1	9975
2027-04-11	MATURITY	Элемент Лизинг БО 001P-08	RU000A108C58	NR	16.0	100.49	OFFER	196.7	0.34	198.0038	206	8.1934	15.4251	15.43	2027-04-11			7	0	[]	[]	10	6911
2027-04-12	MATURITY	Ростелеком ПАО 001P-16R	RU000A10BG13	AAA	17.65	102.48	OFFER	1000.0	1.45	1026.25	207	12.9414	13.9079	13.91	2027-04-12			1	0	[]	[]	144	1626176
2027-04-13	MATURITY	ВсеИнструменты.ру 001Р-03	RU000A109VK0	A	21.85	104.77	OFFER	1000.0	1.2	1048.9	208	12.852	13.9368	13.94	2027-04-13			1	0	[]	[]	86	534593
2027-04-13	MATURITY	Санкт-Петербург обл. 35003	RU000A102A15	NR	6.05	97.57	OFFER	500.0	12.93	500.78	208	8.1822	13.4381	13.85	2027-04-13			2	0	[]	[]	88	911507
2027-04-14	PUT	РЕСО-Лизинг ООО БО-П-25	RU000A108C74	AA-	15.5	100.03	OFFER	1000.0	1.7	1002.0	209	15.1948	16.3412	16.65	2034-03-05	2027-04-14	100.0	0	0	[]	[]	118	656225
2027-04-14	MATURITY	Ростелеком ПАО 001P-02R	RU000A0JXPN8	AAA	19.5	103.54	OFFER	1000.0	82.81	1118.21	209	11.9087	13.2317	13.92	2027-04-14			1	0	[]	[]	26	79538
2027-04-14	PUT	Татнефтехим 001-P-02	RU000A108BX7	BB+	20.5	101.55	OFFER	1000.0	19.66	1035.16	209	16.8102	18.513	19.22	2029-03-30	2027-04-14	100.0	0	0	[]	[]	71	810874
2027-04-18	MATURITY	Вымпел-Коммуникации 001Р-03	RU000A105YK2	AA	7.3	98.18	OFFER	1000.0	12.0	993.8	213	10.4838	10.972	11.05	2027-04-18			1	0	["2027-04-18"]	[]	1	5888
2027-04-19	PUT	АФК Система БО 001P-14	RU000A101XN7	A+	10.5	94.25	OFFER	1000.0	18.41	960.91	214	20.8792	22.6188	22.91	2030-07-10	2027-04-19	100.0	0	0	[]	[]	284	13640646
2027-04-20	PUT	АФК Система БО 002Р-01	RU000A10B024	A+	17.5	100.14	OFFER	1000.0	1.92	1003.32	215	17.039	18.4886	18.75	2028-03-24	2027-04-20	100.0	0	0	[]	[]	735	17184442
2027-04-20	PUT	Векус БО-01	RU000A10D4E4	B+	27.0	100.17	OFFER	1000.0	3.7	1005.4	215	25.3165	28.718	30.59	2028-10-01	2027-04-20	100.0	0	0	[]	[]	89	617736
2027-04-20	PUT	СУЭК-Финанс 001Р-06R	RU000A102986	A-	18.9	101.75	OFFER	1000.0	79.74	1097.24	215	14.1169	15.7568	16.24	2030-10-10	2027-04-20	100.0	0	0	[]	[]	10	138374
2027-04-20	MATURITY	Ярославская обл. об.2017г.	RU000A0JXS83	NR	8.4	98.85	OFFER	250.0	3.34	250.465	215	6.7883	12.471	12.47	2027-04-20			2	0	[]	[]	17	12345
2027-04-21	MATURITY	Центр-инвест ПАО БО-13	RU000A108BQ1	NR	15.0	109.0	OFFER	1000.0	60.82	1150.82	216	-0.1821	-0.1925	14.7	2027-04-21			1	0	[]	[]	4	28112
2027-04-22	MATURITY	АПРИ БО-002Р-02	RU000A106631	BBB-	24.0	96.8	OFFER	750.0	27.62	753.62	217	19.2259	38.8767	38.88	2027-04-22			3	0	[]	[]	240	2062343
2027-04-22	MATURITY	ПАО НК Роснефть 001P-04	RU000A0JXQK2	AAA	9.0	97.82	OFFER	1000.0	36.25	1014.45	217	12.4869	13.3032	13.3	2027-04-22			1	0	[]	[]	66	982943
2027-04-23	MATURITY	Первое кол.бюро НАО 001Р-04	RU000A108CC9	A-	17.0	100.46	OFFER	502.0	12.86	517.1692	218	8.9227	16.4896	16.49	2027-04-23			3	0	[]	[]	66	531603
2027-04-26	MATURITY	ГПБ (АО) БО 004Р-05	RU000A1084F3	NR	0.01	92.07	OFFER	1000.0	0.04	920.74	221	14.2353	14.6311	14.22	2027-04-26			1	0	[]	[]	0	0
2027-04-27	PUT	Газпром капитал ООО БО-001Р-05	RU000A106672	AAA	9.8	97.53	OFFER	1000.0	15.04	990.34	222	13.7712	14.6126	14.86	2028-04-20	2027-04-27	100.0	0	0	[]	[]	160	23574853
2027-04-29	PUT	Почта России (АО) БО-001P-05	RU000A0ZZ5J9	AA	17.5	102.1	OFFER	1000.0	68.56	1089.56	224	12.706	13.9686	14.39	2028-04-24	2027-04-29	100.0	0	0	[]	[]	28	146629
2027-04-30	PUT	АФК Система БО 001P-12	RU000A101012	A+	18.0	100.98	OFFER	1000.0	70.03	1079.83	225	14.9734	16.5698	16.82	2029-10-23	2027-04-30	100.0	0	0	[]	[]	39	1549567
2027-04-30	MATURITY	ГПБ (АО) БО 004Р-18	RU000A10B5S3	NR	0.01	94.91	OFFER	1000.0	0.04	949.14	225	8.7098	8.8543	16.13	2027-04-30			1	0	[]	[]	2	1819
2027-04-30	MATURITY	РЖД БО 001Р-24R	RU000A104SX0	AAA	11.87	99.66	OFFER	1000.0	45.2	1041.8	225	11.9245	12.7912	12.77	2027-04-30			1	0	[]	[]	137	1827880
2027-04-30	MATURITY	СберИОС 001Р-706R 2Y WDC KR	RU000A10BGB1	NR	0.01	95.1	PREV/LAST FALLBACK	1000.0	0	951.0	225	8.3926	8.5268	0.0	2027-04-30			1	0	[]	[]	0	0
2027-05-04	PUT	ГК Сегежа 003P-02R	RU000A105SP3	BB-	25.0	97.25	OFFER	1000.0	32.88	1005.38	229	28.7917	32.8816	33.31	2038-01-15	2027-05-04	100.0	0	0	[]	[]	85	516916
2027-05-08	MATURITY	БИЗНЕС АЛЬЯНС 001P-05	RU000A108GM9	BBB-	17.0	93.28	OFFER	1000.0	3.26	936.06	233	28.5805	31.6966	37.11	2027-05-08			1	0	[]	[]	65	377463
2027-05-09	MATURITY	Ультра БО-01	RU000A106AU9	NR	20.0	99.4	OFFER	440.0	1.45	438.81	234	16.7816	23.4612	23.38	2027-05-09			3	0	[]	[]	7	4798
2027-05-11	MATURITY	Почта России (АО) БО-001P-02	RU000A0JXRD5	NR	15.15	100.49	OFFER	1000.0	53.13	1058.03	236	13.6019	14.7466	14.71	2027-05-11			1	0	[]	[]	7	20071
2027-05-12	MATURITY	Республика Саха (Якутия) 35014	RU000A101P27	NR	6.49	96.36	OFFER	300.0	0.32	289.4	237	11.101	14.8037	14.8	2027-05-12			2	0	[]	[]	304	3944243
2027-05-12	PUT	Транспортная ЛК 001P-02	RU000A10BJL4	BB-	24.0	98.51	OFFER	833.6	10.41	831.5894	237	20.4774	29.3475	31.59	2028-04-20	2027-05-12	100.0	8	0	[]	[]	84	150580
2027-05-13	MATURITY	АГРО-ФРЕГАТ БО-01	RU000A108FG3	B-	22.5	94.45	OFFER	750.0	16.18	724.555	238	23.1951	43.9198	48.3	2027-05-13			3	0	[]	[]	24	83930
2027-05-16	MATURITY	А101 БО-001Р-01	RU000A108KU4	A+	17.0	103.0	OFFER	1000.0	13.51	1043.51	241	11.9332	12.955	13.76	2027-05-16			1	0	[]	[]	67	569470
2027-05-19	MATURITY	Полипласт АО П02-БО-05	RU000A10BPN7	A	25.5	105.25	OFFER	1000.0	18.16	1070.66	244	16.4839	18.546	18.46	2027-05-19			1	0	[]	[]	519	11568509
2027-05-19	PUT	Росинтер Холдинг БО-02	RU000A10DD97	B	24.0	76.5	OFFER	1000.0	24.99	789.99	244	73.7602	90.6548	92.17	2028-11-06	2027-05-19	100.0	0	0	[]	[]	149	671010
2027-05-20	MATURITY	АФК Система БО 002Р-02	RU000A10BPZ1	A+	22.75	103.9	OFFER	1000.0	15.58	1054.58	245	16.0651	17.8908	17.89	2027-05-20			1	0	[]	[]	717	9713127
2027-05-20	MATURITY	АйДи Коллект 07	RU000A108L65	BBB-	19.0	100.1	OFFER	751.0	9.77	761.521	245	9.445	20.3814	20.38	2027-05-20			9	0	[]	[]	49	500225
2027-05-20	MATURITY	Спектр БО-02	RU000A10BQ03	BB+	27.5	102.2	OFFER	1000.0	18.84	1040.84	245	23.2679	26.7175	26.72	2027-05-20			1	0	[]	[]	85	759654
2027-05-23	MATURITY	РОЛЬФ БО 001Р-08	RU000A10BQ60	BBB+	25.5	104.41	OFFER	1000.0	15.37	1059.47	248	17.9438	20.201	20.2	2027-05-23			1	0	[]	[]	228	3897122
2027-05-24	MATURITY	Автодор ГК БО-005Р-17	RU000A10FYR1	NR	14.4	102.0	LAST	1000.0	8.28	1028.28	249	11.1592	11.9542	11.95	2027-05-24			1	0	[]	[]	5	28560
2027-05-24	MATURITY	Банк ВТБ (ПАО) Б-1-242	RU000A103TX0	NR	0.01	91.9	OFFER	1000.0	0.03	919.03	249	12.9308	13.1929	17.63	2027-05-24			1	0	[]	["2027-05-24"]	0	0
2027-05-24	MATURITY	ХЭНДЕРСОН 001P-01	RU000A10BQC8	A+	19.5	103.63	OFFER	1000.0	11.22	1047.52	249	13.5389	14.8138	15.19	2027-05-24			1	0	[]	[]	541	9031227
2027-05-25	MATURITY	Акрон (ПАО) БО-001P-02	RU000A0JXSS1	NR	5.0	98.39	OFFER	1000.0	15.62	999.52	250	7.3532	7.5757	7.72	2027-05-25			1	0	[]	[]	2	1967
2027-05-25	MATURITY	Газпром капитал ООО БО-001Р-04	RU000A101QN1	AAA	5.9	94.95	OFFER	1000.0	18.43	967.93	250	13.7126	14.3234	14.32	2027-05-25			1	0	[]	[]	57	693658
2027-05-26	PUT	Аквилон-Лизинг БО-04-001P	RU000A10DJM8	BBB-	22.0	100.15	OFFER	760.0	12.37	773.51	251	18.4971	23.1331	23.51	2028-11-17	2027-05-26	100.0	3	0	[]	[]	26	165726
2027-05-26	MATURITY	Банк ВТБ (ПАО) Б-1-241	RU000A103TW2	NR	0.01	205.0	OFFER	1000.0	0.03	2050.03	251	-74.4765	-64.7877	-64.41	2027-05-26			1	0	[]	["2027-05-26"]	0	0
2027-05-26	MATURITY	Нижегородская область 35016	RU000A1043K9	NR	9.25	97.97	OFFER	700.0	5.32	691.11	251	10.3313	13.8878	13.89	2027-05-26			2	0	[]	[]	28	273282
2027-05-27	PUT	АФК Система БО 001P-19	RU000A102SX4	A+	17.5	99.99	OFFER	1000.0	11.51	1011.41	252	17.1104	18.4456	18.67	2031-02-17	2027-05-27	100.0	0	0	[]	[]	19	79969
2027-05-27	PUT	ГК Сегежа 002P-04R	RU000A104UA4	BB-	9.85	88.24	OFFER	1000.0	6.48	888.88	252	30.1128	32.4724	32.62	2037-05-11	2027-05-27	100.0	0	0	[]	[]	6	703562
2027-05-27	MATURITY	СОПФ ДОМ.РФ 13	RU000A10BPQ0	AAA	17.95	102.38	OFFER	1000.0	10.33	1034.13	252	14.0229	15.0271	15.01	2027-05-27			1	0	[]	[]	20	308152
2027-05-28	PUT	АйДи Коллект 001P-04	RU000A10BQH7	BBB-	25.25	102.95	OFFER	1000.0	13.84	1043.34	253	19.8301	22.3755	22.71	2029-05-14	2027-05-28	100.0	0	0	[]	[]	69	372251
2027-05-28	MATURITY	СберИОС 001Р-796R 1Г PLZLДИС	RU000A10F157	NR	0.01	99.99	OFFER	1000.0	0	999.9	253	0.0289	0.0289	0.0	2027-05-28			1	0	[]	[]	7	406368
2027-05-30	MATURITY	ГПБ (АО) БО 004Р-19	RU000A10BF63	NR	0.01	92.49	OFFER	1000.0	0.03	924.93	255	11.6329	11.8338	11.83	2027-05-30			1	0	[]	[]	0	0
2027-05-31	MATURITY	ГПБ (АО) БО 004Р-06	RU000A108CG0	NR	0.01	91.0	OFFER	1000.0	0.03	910.03	256	14.1116	14.4036	14.4	2027-05-31			1	0	[]	[]	1	910
2027-06-01	MATURITY	Банк ВТБ (ПАО) Б-1-393	RU000A10EVS8	NR	0.01	95.9	PREV/LAST FALLBACK	1000.0	0	959.0	257	6.0808	6.1352	0.0	2027-06-01			1	0	[]	["2027-06-01"]	0	0
2027-06-03	PUT	АФК Система БО 001P-16	RU000A102FS1	A+	10.3	93.42	OFFER	1000.0	4.8	939.0	259	20.7173	21.9765	22.11	2030-11-25	2027-06-03	100.0	0	0	[]	[]	57	487687
2027-06-03	PUT	АФК Система БО 001P-17	RU000A102FT9	A+	17.5	99.07	OFFER	1000.0	51.78	1042.48	259	17.8497	19.4911	19.71	2030-11-25	2027-06-03	100.0	0	0	[]	[]	51	640790
2027-06-03	MATURITY	Кеарли Групп 001Р-01	RU000A108Q78	B+	21.0	88.47	OFFER	750.0	4.75	668.275	259	33.6197	63.1329	66.49	2027-06-03			3	0	[]	[]	52	242896
2027-06-03	MATURITY	Сбер CIB-СО-530	RU000A0NR5W6	NR	0.01	83.96	PREV/LAST FALLBACK	1000.0	0.23	839.83	259	26.9275	27.9435	0.0	2027-06-03			1	0	[]	[]	0	0
2027-06-03	MATURITY	СберИОС 001Р-529R 5Г IMOEX	RU000A104KY5	AAA	0.01	102.64	OFFER	1000.0	0	1026.4	259	-3.611	-3.592	0.0	2027-06-03			1	0	[]	[]	0	0
2027-06-06	MATURITY	МСП Банк 001P-01	RU000A108RM6	NR	0.01	96.0	OFFER	1000.0	0	960.0	262	5.8134	5.8608	5.94	2027-06-06			1	0	[]	[]	0	0
2027-06-07	PUT	ГТЛК БО 001P-18	RU000A101SC0	AA-	7.84	94.66	OFFER	1000.0	3.22	949.82	263	15.9017	16.6207	17.33	2035-05-23	2027-06-07	100.0	0	0	[]	[]	23	105862
2027-06-07	PUT	Почта России БО-002P-01	RU000A104V75	AA	11.4	96.22	OFFER	1000.0	33.11	995.31	263	16.5052	17.6136	17.87	2032-05-26	2027-06-07	100.0	0	0	[]	[]	35	384159
2027-06-07	MATURITY	Россети ПАО БО 001P-17R	RU000A10BT34	AAA	16.0	101.94	OFFER	1000.0	3.07	1022.47	263	13.0141	13.9852	13.99	2027-06-07			1	0	[]	[]	105	1001845
2027-06-08	MATURITY	МФК Быстроденьги 002Р-04	RU000A107GU4	BB	22.5	101.43	OFFER	1000.0	3.7	1018.0	264	20.156	22.3619	22.68	2027-06-08			1	0	[]	[]	118	1125477
2027-06-08	MATURITY	ПАО ТМК 001P-04	RU000A0JXTY7	NR	14.0	100.0	OFFER	1000.0	38.36	1038.36	264	13.4828	14.3982	14.4	2027-06-08			1	0	[]	[]	3	3000
2027-06-08	MATURITY	СПМК БО-02	RU000A106FN3	B+	14.4	98.09	OFFER	750.0	1.78	737.455	264	12.3371	20.0581	20.64	2027-06-08			3	0	[]	[]	226	482641
2027-06-08	MATURITY	СберИОС 001Р-528R 5Г BSKRUS	RU000A104KE7	NR	0.01	88.5	PREV/LAST FALLBACK	1000.0	0	885.0	264	18.0438	18.4827	0.0	2027-06-08			1	0	[]	[]	0	0
2027-06-09	MATURITY	АЛЬФА-БАНК Б2Р30	RU000A10DS66	AA+	14.5	100.92	OFFER	1000.0	1.99	1011.19	265	13.0886	13.9907	13.97	2027-06-09			1	0	[]	[]	130	2049696
2027-06-09	MATURITY	Лизинг-Трейд 001P-04	RU000A104XE0	BB+	15.0	91.9	OFFER	1000.0	2.05	921.05	265	28.4011	31.1589	31.2	2027-06-09			1	0	[]	[]	41	188226
2027-06-09	PUT	Мобильные ТелеСистемы 001P-28	RU000A10AV98	AAA	13.25	99.39	OFFER	1000.0	3.63	997.53	265	13.874	14.8193	15.09	2028-01-30	2027-06-09	100.0	0	0	[]	[]	334	5291915
2027-06-09	MATURITY	УЛК 001Р-01	RU000A10BTT6	BBB	24.5	101.93	OFFER	1000.0	3.36	1022.66	265	21.3609	23.8799	23.88	2027-06-09			1	0	[]	[]	189	2528561
2027-06-10	MATURITY	ВЭБ.РФ ПБО-001Р-19	RU000A101TB0	AAA	6.59	94.95	OFFER	1000.0	17.69	967.19	266	13.9787	14.5778	14.58	2027-06-10			1	0	[]	[]	72	3382405
2027-06-10	MATURITY	КАМАЗ ПАО БО-П15	RU000A10BU31	A	18.0	101.8	OFFER	1000.0	1.97	1019.97	266	15.2209	16.4983	16.53	2027-06-10			1	0	[]	[]	314	6776597
2027-06-11	MATURITY	РЖД БО 001Р-21R	RU000A102QP4	AAA	6.85	95.49	OFFER	1000.0	18.2	973.1	267	13.3768	13.9464	13.93	2027-06-11			1	0	[]	[]	134	3520371
2027-06-11	PUT	РОСЭКСИМБАНК 002P-02	RU000A101T56	AA+	18.4	102.49	OFFER	1000.0	50.41	1075.31	267	13.7542	14.8988	15.11	2030-06-04	2027-06-11	100.0	0	0	[]	[]	4	4101
2027-06-15	MATURITY	Банк ВТБ (ПАО) Б-1-396	RU000A10EVV2	NR	0.01	103.95	OFFER	1000.0	0	1039.5	271	-5.1102	-5.0764	0.0	2027-06-15			1	0	[]	["2027-06-15"]	0	0
2027-06-16	MATURITY	Калининградская область 35003	RU000A102KN2	NR	6.1	94.78	OFFER	300.0	0.05	284.39	272	13.8207	14.2873	14.29	2027-06-16			1	0	[]	[]	44	107995
2027-06-16	PUT	РЕСО-Лизинг ООО БО-П-22	RU000A106DP3	AA-	13.1	98.05	OFFER	1000.0	34.81	1015.31	272	15.2429	16.2701	16.95	2033-06-03	2027-06-16	100.0	0	0	[]	["2027-06-17"]	6	498072
2027-06-18	MATURITY	СберИОС 001Р-524R 5Г IMOEX	RU000A104JY7	NR	0.01	105.11	OFFER	1000.0	0	1051.1	274	-6.4635	-6.4109	0.0	2027-06-18			1	0	[]	[]	1	47775
2027-06-18	MATURITY	ТД РКС 002Р-04	RU000A108RK0	BBB	20.0	99.4	OFFER	1000.0	49.32	1043.32	274	19.9335	22.5739	24.14	2027-06-18			1	0	[]	[]	78	391124
2027-06-20	MATURITY	СФО Локосервис финанс ООО 01	RU000A0JXLU2	NR	8.68	100.06	PREV/LAST FALLBACK	0.01	0	0.01	276	269.8809		0.0	2027-06-20			1	2	[]	[]	0	0
2027-06-20	MATURITY	Стеллар Груп Рус 001Р-02	RU000A10FHT2	NR	17.0	101.57	OFFER	1000.0	11.18	1026.88	276	14.5295	15.8332	17.38	2027-06-20			1	0	[]	[]	11	102904
2027-06-22	PUT	АйДи Коллект 001P-05	RU000A10BW88	BBB-	25.25	102.96	OFFER	1000.0	18.68	1048.28	278	19.942	22.6526	23.16	2029-06-06	2027-06-22	100.0	0	0	[]	[]	136	5250357
2027-06-22	MATURITY	МГКЛ 001Р-02	RU000A105PJ2	NR	16.5	122.0	OFFER	1000.0	38.88	1258.88	278	-9.8371	-10.3845	-10.38	2027-06-22			1	0	[]	[]	0	0
2027-06-22	MATURITY	Новые технологии 001Р-07	RU000A10BY45	A-	20.25	103.03	OFFER	1000.0	12.21	1042.51	278	15.6029	17.217	17.42	2027-06-22			1	0	[]	[]	105	1354733
2027-06-22	MATURITY	Республика Башкортостан 34015	RU000A10BV22	NR	16.25	101.37	OFFER	1000.0	0	1013.7	278	9.9187	14.5411	14.54	2027-06-22			2	0	[]	[]	95	3623902
2027-06-22	PUT	Сибнефтехимтрейд БО-03	RU000A107A93	B	25.0	99.38	OFFER	1000.0	1.37	995.17	278	25.0381	28.1823	29.23	2028-11-03	2027-06-22	100.0	0	0	[]	[]	98	670306
2027-06-23	PUT	ИКС 5 ФИНАНС 003P-15	RU000A10DYP0	AAA	14.5	100.24	OFFER	1000.0	10.33	1012.73	279	13.7538	14.8472	15.14	2035-12-03	2027-06-23	100.0	0	0	[]	[]	107	541989
2027-06-23	PUT	Транспортная ЛК 001P-03	RU000A10BTQ2	BB-	23.5	97.57	OFFER	875.2	2.82	856.7526	279	21.6308	30.8204	31.82	2028-06-03	2027-06-23	100.0	9	0	[]	[]	120	542913
2027-06-23	MATURITY	Урожай БО-05	RU000A108U49	CCC	0.01	61.85	OFFER	1000.0	0.02	618.52	279	80.7045	87.5075	92.33	2027-06-23			1	0	[]	[]	17	28179
2027-06-23	PUT	ЭнергоТехСервис 001Р-07	RU000A10BUM9	BBB+	21.0	102.94	OFFER	1000.0	0	1029.4	279	16.0055	17.5141	19.76	2029-06-03	2027-06-23	100.0	0	0	[]	[]	31	167409
2027-06-24	MATURITY	Агротек БО-03	RU000A106YL8	BB	16.5	98.6	OFFER	1000.0	37.97	1023.97	280	10.0406	21.9555	23.04	2027-06-24			4	0	["2026-09-24"]	[]	19	132593
2027-06-24	MATURITY	ПЕРВОУРАЛЬСКБАНК 001Р-01	RU000A108Y60	BB	22.0	101.44	OFFER	419.0	5.05	430.0836	280	9.3676	19.7894	20.19	2027-06-24			10	0	[]	[]	32	85734
2027-06-24	MATURITY	СберИОС 001Р-525R 5Г ФНЭ	RU000A104KK4	NR	0.01	95.37	OFFER	1000.0	0	953.7	280	6.3969	6.444	0.0	2027-06-24			1	0	[]	[]	0	0
2027-06-25	MATURITY	Банк ВТБ (ПАО) Б-1-243	RU000A103TY8	NR	0.01	88.99	OFFER	1000.0	0.02	889.92	281	16.0819	16.3719	16.37	2027-06-25			1	0	[]	["2027-06-25"]	1	4450
2027-06-25	MATURITY	МГКЛ 001Р-03	RU000A106FW4	BB	16.0	79.89	OFFER	1000.0	36.38	835.28	281	50.4283	58.5662	60.17	2027-06-25			1	0	[]	[]	119	934429
2027-06-25	MATURITY	Минфин Ульяновской обл. 35002	RU000A101U61	NR	6.6	95.64	OFFER	300.0	4.5	291.42	281	11.1565	14.9126	14.91	2027-06-25			2	0	[]	[]	151	5030100
2027-06-25	MATURITY	СберИОС 001Р-523R 5Г SBER	RU000A104KX7	NR	0.01	145.48	LAST	1000.0	0	1454.8	281	-40.5983	-38.5409	0.0	2027-06-25			1	0	[]	[]	1	72740
2027-06-25	MATURITY	СберИОС 001Р-625R 3Y СБЕР	RU000A108LG1	NR	0.01	103.87	OFFER	1000.0	0	1038.7	281	-4.8271	-4.8	0.0	2027-06-25			1	0	[]	[]	0	0
2027-06-25	MATURITY	СберИОС 001Р-627R 3Г TW IMOEX	RU000A108QH8	NR	0.01	113.05	PREV/LAST FALLBACK	1000.0	0	1130.5	281	-14.9828	-14.7172	0.0	2027-06-25			1	0	[]	[]	0	0
2027-06-27	MATURITY	ГПБ (АО) БО 004Р-20	RU000A10BPC0	NR	0.01	90.28	OFFER	1000.0	0.02	902.82	283	13.8972	14.1089	14.68	2027-06-27			1	0	[]	[]	0	0
2027-06-30	MATURITY	ГПБ (АО) БО 004Р-21	RU000A10BPD8	AA+	0.01	89.27	OFFER	1000.0	0.02	892.72	286	15.3509	15.5989	15.6	2027-06-30			1	0	[]	[]	5	1904113
2027-06-30	PUT	РЕСО-Лизинг ООО БО-П-11	RU000A103C53	AA-	18.6	101.82	OFFER	1000.0	42.3	1060.5	286	15.0427	16.2274	16.58	2031-06-20	2027-06-30	100.0	0	0	[]	[]	17	74313
2027-07-01	PUT	АФК Система БО 001P-21	RU000A103C95	A+	17.5	98.58	OFFER	1000.0	38.36	1024.16	287	18.6713	20.1459	20.34	2031-06-23	2027-07-01	100.0	0	0	[]	[]	66	780368
2027-07-01	MATURITY	Автодор ГК БО-003Р-02	RU000A104XR2	AA	10.65	97.47	OFFER	1000.0	13.71	988.41	287	14.0301	14.6469	14.65	2027-07-01			1	0	[]	[]	62	5344680
2027-07-01	MATURITY	Банк ДОМ.РФ 001Р-02	RU000A10BXW2	NR	0.01	133.31	OFFER	1000.0	0.02	1333.12	287	-31.7696	-30.6176	-30.55	2027-07-01			1	0	[]	[]	0	0
2027-07-01	MATURITY	ДиректЛизинг БО 002Р-01	RU000A106GY8	BB	14.0	95.71	OFFER	250.0	7.38	246.655	287	12.9702	28.0525	28.05	2027-07-01			4	0	[]	[]	47	399619
2027-07-01	MATURITY	СберИОС 001Р-526R 5Г ТЕХ	RU000A104KL2	NR	0.01	86.5	PREV/LAST FALLBACK	1000.0	0	865.0	287	19.9221	20.331	0.0	2027-07-01			1	0	[]	[]	0	0
